DENSITY	POSITIONS	SUBPEAK_LENGTH
0		1282
0		1392
0		1550
0		646
0		1085
0		979
0.00413907284768212	1126	2416
0		920
0		681
0		1562
0		1105
0.00860585197934595	420	1162
0		2424
0		1658
0		1192
0		725
0		1838
0		1027
0		2165
0		905
0		2320
0		1399
0		2771
0.00831946755407654	33	1202
0		1636
0		1114
0		883
0		1085
0		1390
0		879
0		1870
0		597
0.00659630606860158	617	1516
0		719
0		1033
0		1393
0		861
0		1899
0		1043
0		836
0		867
0		1005
0		938
0		991
0		930
0.00245821042281219	2802	4068
0		2747
0		1312
0		1545
0		816
0		878
0		688
0		1152
0		2363
0		609
0		821
0		1474
0		1303
0		885
0		1156
0		902
0		1565
0		1953
0		1125
0		1053
0		823
0		1080
0		1567
0		2398
0		1042
0.00379939209726444	2089	2632
0		1535
0		1442
0		2715
0		862
0		957
0		816
0		1864
0		987
0.00829875518672199	803	1205
0		590
0.0050251256281407	1566	1990
0		1469
0		2221
0		1910
0		1832
0		3039
0		3031
0		1534
0		2287
0		1312
0		895
0		1576
0		1235
0.00327868852459016	2188	3050
0		915
0		599
0		1177
0		1526
0		1262
0		1121
0		824
0		913
0		1874
0		1366
0		1601
0		1549
0		858
0		2183
0		883
0		2073
0		789
0		1186
0		1013
0		1002
0		1025
0		1791
0		1441
0		3414
0		2613
0		1002
0		1394
0		591
0		1745
0		1215
0		3954
0		1400
0		1419
0		2236
0		925
0		2985
0.00768049155145929	885	1302
0		1512
0		1116
0		1467
0		1300
0		2258
0.0109289617486339	296	915
0		880
0		1506
0		1988
0		573
0		975
0		1976
0		2098
0		1703
0		771
0		1292
0		1377
0.00521376433785193	1247	1918
0		4060
0		1732
0		694
0		805
0		1696
0		1142
0.00800640512409928	1147	1249
0		871
0.00763941940412529	819	1309
0.0101626016260163	787	984
0		1541
0		1296
0		626
0		1152
0		1067
0		2315
0		758
0		994
0		772
0		1227
0		954
0		649
0		1348
0		743
0		1006
0		1679
0		2090
0		839
0		1077
0.0124378109452736	117	804
0		880
0		1081
0		962
0		877
0		665
0		1994
0		935
0.00978473581213307	169	1022
0		979
0		1450
0		872
0		1050
0		1093
0		1358
0		848
0		1203
0		1406
0		773
0		1122
0		1749
0		1024
0		1038
0		1211
0		1908
0		1695
0		995
0		1204
0		884
0		928
0		820
0		2062
0		1476
0		1006
0		1570
0		1822
0		1324
0		1052
0		1062
0		1165
0		1884
0		1899
0		678
0		1055
0		1030
0		2953
0		1011
0		1443
0		1250
0		965
0		1974
0		1301
0		2100
0		877
0		2535
0		1178
0		1236
0.0108108108108108	834	925
0		1382
0		2004
0		1230
0		5444
0		1927
0		1491
0		2125
0		1996
0		991
0		905
0		1395
0		6770
0		1559
0		1857
0		1135
0		1781
0		871
0		2632
0		2306
0		2102
0		2473
0		1994
0		1037
0		1292
0		1324
0		898
0.009000900090009	377	1111
0		963
0		1782
0.00159413358839471	337	6273
0		1756
0		949
0		1196
0		1213
0		1236
0		1070
0		838
0		1457
0.00514933058702369	985	1942
0		2017
0		1480
0		2363
0		2482
0		1157
0		1421
0		1153
0		1888
0.00436871996505024	626	2289
0		1822
0		803
0		1392
0		1840
0		954
0		1247
0		992
0		813
0		1839
0		1618
0		1041
0		1159
0.00894454382826476	650	1118
0		768
0		1768
0		1224
0		1230
0		909
0		1529
0		1122
0		1299
0		958
0		1100
0		2239
0		1203
0		1147
0		2140
0		3079
0		3024
0		1439
0		958
0		629
0		591
0		1246
0		995
0		1150
0		1334
0		1523
0.00581057524694945	1088	1721
0		873
0		1284
0		1165
0		864
0		1291
0		1304
0		1145
0		1016
0		847
0		540
0		1123
0		929
0		1645
0.00249500998003992	2319	4008
0		934
0		2288
0		1598
0		1761
0		1453
0		2342
0		756
0		942
0.00399201596806387	603	2505
0		650
0		1317
0		1192
0		1411
0		966
0		1461
0		2576
0		1386
0		611
0		1146
0		2045
0		1777
0		998
0		1133
0		2140
0.00835421888053467	392	1197
0		986
0		1738
0		1879
0		920
0		748
0		917
0		502
0		1498
0		1444
0		1339
0		1634
0		1815
0		1438
0		2203
0		1114
0		1242
0		1287
0		2558
0		6064
0.0105820105820106	21	945
0		2155
0		3121
0		1039
0		973
0		1081
0		686
0		451
0		1126
0		4126
0		1514
0		787
0		1666
0		1010
0		937
0		2647
0		1106
0		1254
0		687
0		1220
0		792
0		3229
0		1072
0		2959
0		2927
0		1072
0		2366
0		776
0		1176
0		1077
0		2604
0		1967
0		810
0		888
0		867
0		1203
0		1926
0		785
0		1382
0		1347
0		695
0.00460829493087558	2027	2170
0		3487
0		1812
0		1415
0		1272
0.015527950310559	520	644
0		963
0		996
0		825
0		899
0		1383
0		1299
0		1366
0		1331
0		871
0		1308
0		885
0		1045
0		2094
0		1895
0		1047
0		857
0		1095
0		959
0		1754
0		1124
0		1123
0		1001
0		1673
0		1042
0		2248
0		2056
0		3796
0		3186
0		4071
0		940
0		1279
0		1679
0		490
0		1332
0		781
0		850
0		1248
0		2164
0		1075
0		919
0		1375
0		933
0		682
0		757
0		1899
0		1153
0		981
0		1198
0		1217
0		1707
0		1077
0		849
0		2641
0		1920
0.0106044538706257	763	943
0		727
0		1787
0		2544
0		760
0		1848
0		753
0		986
0		804
0		1087
0.00746825989544436	580,689	1339
0		1424
0		1883
0		1334
0		4282
0		571
0		1467
0		1236
0		1197
0		1500
0		1044
0		1288
0		1018
0		1698
0		696
0		1297
0		1452
0		2279
0		884
0		1169
0		1193
0		1327
0		1550
0.00323939099449304	1780	3087
0		2212
0		1339
0		1363
0		1800
0		1129
0		1137
0		825
0		1486
0		1293
0		1953
0		885
0		3233
0		1936
0		881
0		1144
0		1136
0		1685
0		983
0.0169204737732657	544	591
0		1064
0		1223
0		1550
0		3548
0		1268
0		993
0		1037
0		1544
0		1398
0		2879
0		2857
0		807
0		1314
0		887
0		1247
0		1243
0		1032
0		1783
0		3142
0		1279
0		712
0		931
0		2045
0		986
0		1049
0		1818
0		893
0		3448
0		627
0		1525
0		3293
0		1558
0		962
0.00638162093171666	440	1567
0		651
0		976
0		1765
0		571
0		1574
0		1038
0		1083
0		1603
0		1026
0		1046
0		1019
0		988
0		1275
0		597
0		1225
0		2702
0		835
0		1021
0		1067
0		752
0		1590
0.00287438919229664	3317	3479
0		1276
0		1823
0		1131
0		1415
0.0101214574898785	756	988
0		884
0		1006
0		967
0		3003
0		2378
0		1769
0		674
0		1025
0		2132
0		1841
0		862
0.00808407437348424	180	1237
0		1158
0		480
0		996
0		1718
0		1317
0		4034
0		2731
0		2545
0		1342
0.00811688311688312	533	1232
0		1501
0		1324
0		982
0		1639
0		935
0		1008
0		1941
0		1069
0.0061576354679803	1140	1624
0		1100
0		1927
0		1002
0		909
0		1658
0.0120336943441637	754	831
0		750
0		1149
0		1857
0		1427
0		720
0		983
0		1375
0		1963
0		1123
0		3579
0		3610
0		1805
0		1590
0		1336
0		2879
0		992
0		1121
0		1289
0		1046
0		1301
0		1415
0		3316
0		2659
0		1136
0		2980
0.00420875420875421	1182	2376
0		1040
0		1835
0		3212
0		2251
0		2464
0		951
0		1838
0		3286
0		595
0.00601684717208183	1	1662
0		989
0		2802
0		2850
0		2955
0		1462
0		748
0		911
0		1675
0		970
0		1301
0		708
0.0028587764436821	1434	3498
0		1135
0		2342
0		879
0		1188
0		894
0		1320
0		1173
0.00521648408972353	111	1917
0		3189
0		1238
0		985
0		677
0		1127
0		794
0		1193
0.00896057347670251	763	1116
0		2762
0		2003
0		1024
0		1400
0		1540
0		956
0.00717875089734386	749	1393
0		1130
0		3040
0.00736377025036819	917	1358
0		6587
0		915
0		2620
0		1338
0		2277
0		1648
0		3438
0		715
0		3527
0		1136
0		743
0		1635
0		1630
0		1389
0		1458
0.00559910414333707	1682	1786
0		1565
0		2744
0		794
0.00827814569536424	1130	1208
0		1577
0		1388
0		1032
0		791
0		1774
0		1091
0		1437
0		910
0		1183
0		1055
0		1021
0		1313
0		1803
0		1081
0		1226
0		973
0		1281
0		1122
0		1019
0		1456
0		1206
0		704
0		969
0		2094
0		914
0.00468164794007491	228	2136
0		1069
0.0100502512562814	959	995
0.00645161290322581	1509	1550
0		2651
0		1029
0		1384
0		1087
0		611
0.00901713255184851	558,891	1109
0		1002
0		2016
0		1601
0		810
0		1155
0		1070
0		625
0		1256
0		1259
0		1652
0		2463
0		1340
0		1393
0		1352
0		736
0		1677
0		3285
0		724
0		2512
0		697
0		1089
0		1061
0		1258
0		1993
0		1403
0		2055
0		1260
0		1231
0		768
0		1395
0		716
0		2020
0		1169
0		1424
0		1275
0		891
0		1488
0		1208
0		1437
0		1280
0		899
0		677
0		1186
0		795
0		670
0		1473
0		613
0		1505
0		781
0		3092
0		965
0		1194
0		697
0		990
0		1122
0		1377
0		1058
0		863
0		1822
0		1348
0		1769
0.00708215297450425	865	1412
0		1475
0		2148
0		1299
0		2077
0		2044
0		1653
0		950
0		1893
0		853
0		1017
0.00961538461538462	27	1040
0		1605
0		714
0		1866
0		1235
0		2668
0		2393
0		1010
0		2554
0		857
0		1860
0		1170
0		747
0		1051
0		835
0		1556
0		1955
0		1037
0		2054
0		919
0		714
0.00190439916206437	1808	5251
0		805
0		2678
0		905
0		1934
0.00423370025402202	152,723	2362
0		2392
0		1167
0		1359
0		1170
0		965
0		1229
0.00797448165869218	83,641	1254
0		972
0		861
0		1116
0		1002
0		1149
0		897
0		422
0		1382
0		3771
0		599
0		1665
0		1080
0		1223
0		1640
0		1439
0		839
0		880
0		987
0		1146
0		2503
0		946
0		760
0		1206
0		914
0		1696
0		1492
0		1561
0		893
0.0104602510460251	381	956
0		3654
0		1002
0		993
0		952
0		2455
0.008424599831508	193	1187
0		878
0		645
0		904
0.0050709939148073	1808	1972
0.00722543352601156	74	1384
0.00521104742053153	636	1919
0		1152
0.00702740688685875	581	1423
0		1148
0		1974
0		865
0		1137
0		1249
0		892
0		1245
0		1557
0		1843
0		1764
0		1195
0		1890
0		1399
0		915
0		1235
0		1128
0		1208
0		833
0		1128
0		1241
0		1198
0		985
0		984
0		1466
0		1118
0		846
0		1060
0		714
0		1406
0		1485
0		1141
0		1282
0		1245
0		1430
0		798
0		1047
0		941
0		946
0		1638
0		1067
0		1323
0		1762
0		839
0		1296
0		1335
0		976
0		782
0		1285
0		911
0		1793
0		693
0		1055
0		648
0		978
0		956
0		838
0		1104
0		1523
0		1235
0		1472
0		1257
0		2508
0		918
0		1944
0		1131
0		2546
0		858
0		2192
0		4307
0		1143
0		791
0		1071
0		1227
0		1346
0		938
0		681
0		1544
0		2155
0		2406
0		1717
0		2906
0		1938
0		593
0		913
0		1164
0		1180
0		5191
0		953
0		2237
0		2520
0		2872
0		1160
0		1149
0		1225
0		1480
0		2681
0		3074
0		1005
0		1624
0		1671
0		2494
0		534
0		946
0		715
0		4064
0		1285
0		1518
0		1179
0		832
0		1192
0		1779
0		862
0		1421
0		2193
0		1317
0		2018
0		1001
0		1026
0		1487
0		2037
0		1422
0		1798
0		933
0		2332
0		1827
0		1496
0		1049
0.0078003120124805	867	1282
0		1880
0		1285
0		3232
0		1005
0		2129
0		1402
0		948
0		2481
0		4340
0		1205
0		949
0		1828
0		2999
0		1024
0.00493583415597236	1037	2026
0		4736
0		1733
0		1814
0		1735
0.00556483027267668	587	1797
0		884
0		803
0		1224
0		1771
0		1314
0		1627
0		1552
0		1058
0.00796812749003984	817	1255
0		1274
0		4556
0		1373
0		1101
0		1251
0		991
0.00841042893187553	90	1189
0		1698
0		879
0		602
0		2174
0		788
0		1951
0		1314
0		866
0		2237
0		976
0		1407
0		722
0		697
0		1770
0		1324
0		1329
0		999
0		1498
0		1689
0		1229
0		1122
0		1083
0		935
0		2035
0		825
0		1020
0		837
0		1452
0.00682128240109141	1055	1466
0		2186
0		886
0		837
0		970
0		2193
0		1379
0		2664
0		1162
0		2538
0		1005
0.00470366886171214	1661	2126
0		1471
0		2324
0		945
0		651
0		1825
0		1068
0		1501
0		922
0		1688
0		837
0		1106
0		648
0		926
0		1039
0		848
0		962
0		793
0		828
0		2691
0.0061576354679803	768	1624
0		1113
0		1550
0		1153
0		1472
0		2537
0		1467
0		1608
0		1510
0		1135
0		1300
0		1350
0		869
0		895
0		2699
0		1112
0		1330
0		1542
0		946
0		909
0		1643
0		1210
0		5582
0		1723
0		3632
0		635
0		2206
0		1048
0		1565
0		657
0		1192
0		1220
0		988
0		841
0		2123
0		1330
0		1715
0		3348
0		1869
0		998
0		1371
0		1439
0		1024
0		2097
0		1380
0		1134
0		1483
0		1754
0		1164
0		1013
0		1814
0		1070
0		681
0		589
0		909
0		1184
0		532
0		1665
0		977
0		1868
0		989
0		1865
0		628
0		1102
0		1448
0		889
0		794
0		501
0		1080
0		939
0		1676
0.00918273645546373	515	1089
0		1636
0		1185
0		722
0		1339
0		1021
0		1880
0		2080
0		1092
0		779
0		1153
0		2927
0		979
0		1376
0		1257
0		1014
0		987
0		2023
0		752
0		3480
0		1723
0		1003
0		1642
0		1791
0		1366
0		1496
0		730
0		947
0		1212
0		3509
0		4410
0		965
0		1053
0		786
0		1180
0		900
0		873
0		3618
0		931
0		1175
0		1000
0		688
0		2591
0		2277
0		1468
0.00861326442721792	402	1161
0		1676
0		1029
0		2032
0		2227
0		2010
0		728
0		476
0		653
0		1033
0		630
0		1024
0		2055
0		3855
0		796
0.0129032258064516	602	775
0		1231
0.00414250207125104	1699	2414
0		2028
0		1729
0		1443
0		962
0		4151
0		955
0		1118
0		936
0		994
0		981
0.0058343057176196	1606	1714
0		898
0		1118
0		1304
0		1377
0		1212
0		719
0		1016
0		1336
0		1982
0		1814
0		1915
0.00651890482398957	652	1534
0		620
0		2927
0		1541
0		907
0		1227
0		823
0		1018
0		899
0		1134
0		1901
0		919
0		857
0		2435
0		758
0		1103
0		1303
0.00373273609555804	402	2679
0		1640
0		2208
0		1741
0		861
0.0108225108225108	110	924
0		1600
0		1884
0		2471
0		1242
0		1115
0		2287
0		1350
0		3521
0		3074
0		4081
0		1212
0		1167
0		1597
0		1133
0		1170
0		1191
0		2540
0		1191
0		2424
0		1025
0		1076
0		1131
0		1178
0		1383
0		1095
0		1498
0		939
0		1164
0		1279
0		1306
0		867
0		1620
0		699
0		2715
0.00818330605564648	784	1222
0		930
0		1147
0		1369
0		886
0		810
0.00759878419452888	608	1316
0		1437
0.00487329434697856	1009	2052
0		1467
0		1174
0		1335
0		1748
0		1619
0		906
0		1617
0		1196
0		1115
0		3280
0		1626
0		3694
0		1042
0		1786
0		1243
0		926
0		1035
0		741
0		1299
0		1322
0		1055
0		2334
0.00626959247648903	189	1595
0		1146
0		1151
0		1518
0		1191
0		964
0		996
0		1044
0		2064
0		1299
0		636
0		1600
0		968
0		764
0		1119
0		1678
0		1412
0		1312
0		1135
0		1705
0		2834
0		911
0		983
0		1596
0		1112
0.0026638252530634	577,2439	3754
0		1697
0		940
0		2099
0		1722
0		2564
0		1679
0		1878
0		1168
0		679
0		1800
0		727
0		2190
0		1008
0		2263
0		2561
0		1978
0.0119331742243437	807	838
0		1541
0		1202
0		2149
0		658
0		819
0		2769
0		1310
0		1276
0		701
0		1680
0		1005
0		836
0		964
0		1039
0		1775
0		2018
0		1255
0		1752
0		1751
0		636
0		1962
0		921
0		1579
0		1968
0		1735
0.00919117647058824	801	1088
0		1741
0		1382
0		649
0		2198
0		1000
0		749
0		1332
0		1086
0		1250
0		795
0		1084
0		1521
0		668
0.00380517503805175	1792	2628
0		2173
0		730
0		1120
0		677
0		1234
0		2341
0		1203
0		1479
0		859
0		1052
0		2263
0		1285
0		1303
0		2046
0		1160
0		838
0		1361
0		500
0.0118063754427391	399	847
0		1172
0		2397
0		1287
0		1468
0		1197
0.005175983436853	1253	1932
0		649
0		2484
0		1313
0		1235
0		939
0		2831
0		2157
0		1172
0		1511
0		1465
0		948
0		1804
0		1557
0		1267
0		1619
0		1658
0		1618
0		869
0		1018
0		1333
0		1196
0		970
0		1284
0		884
0		3195
0		901
0		1418
0		1129
0		912
0		2299
0		1275
0		1683
0		1266
0		1746
0		1288
0		1482
0		1208
0		1415
0		1026
0		935
0		1621
0		568
0		2661
0		843
0		826
0		1691
0		1546
0		2620
0		2799
0		835
0		1620
0		1124
0		844
0.00304599451720987	2530	3283
0		3533
0		926
0		602
0		2085
0		2137
0		1241
0.00417710944026733	139	2394
0		2222
0		1112
0		2187
0		1940
0		1841
0		1267
0		2111
0		964
0		1049
0		761
0		1182
0		2069
0		1032
0		1307
0		1762
0		1103
0		1318
0		1183
0.0032520325203252	1604	3075
0		1490
0		1526
0		2333
0		1860
0		633
0		826
0		815
0		1511
0		1007
0		1370
0		2586
0		1522
0		1163
0		812
0		1085
0		3568
0		1077
0		1176
0		1046
0		1058
0		1190
0		755
0		2152
0		769
0.0077639751552795	807	1288
0.00351000351000351	717	2849
0		2509
0		1347
0		971
0		1082
0		1067
0		1503
0		887
0		2038
0		911
0		748
0		849
0		1474
0		1583
0		861
0		1556
0		1293
0		1206
0		1407
0		1289
0		1397
0.00608642726719416	281	1643
0		1289
0.0106723585912487	503	937
0		861
0		1544
0		1006
0		1059
0		827
0		1371
0		2136
0		1194
0		1757
0		1560
0		932
0		789
0		626
0		1270
0		1547
0		1068
0		877
0		674
0		1033
0		1561
0		1213
0		1010
0		1627
0		1176
0		3095
0.00598086124401914	234,397	1672
0		1148
0		2597
0		1032
0		1297
0		848
0		1054
0		1030
0		1684
0		1217
0.0116009280742459	201	862
0		2787
0		970
0		1035
0		1173
0		1224
0.00764525993883792	692	1308
0		1189
0		2158
0		890
0		1112
0.00335908632851864	2383	2977
0		1442
0		816
0		1704
0		1085
0		1086
0		1417
0		596
0.0039984006397441	697	2501
0		1407
0		1223
0		817
0		859
0		1514
0		1326
0		1236
0		1445
0		699
0		790
0		1100
0		893
0		1216
0.00510986203372509	1633	1957
0		1755
0		823
0		1156
0		1613
0		678
0		1881
0		1398
0		837
0		842
0		1818
0		1053
0		1498
0		1617
0		4696
0		1008
0		1407
0		641
0		1136
0		705
0.00248015873015873	3558	4032
0		1349
0		406
0.00479616306954436	701	2085
0		1404
0		2042
0		1125
0.00344115622849277	1199	2906
0		1713
0.0021795989537925	311	4588
0		1533
0		854
0		743
0		1846
0		1007
0		2574
0		3243
0.00714796283059328	828	1399
0		1005
0		2202
0		1139
0		707
0		868
0		1013
0		1577
0		1722
0		863
0		1788
0		914
0		1248
0		914
0		1710
0		875
0		1073
0.00754147812971342	78	1326
0		1895
0		1211
0		1817
0		887
0		958
0		1227
0.00711237553342817	716	1406
0		2831
0		1464
0		836
0		1297
0		762
0		2776
0		2213
0		1980
0		844
0		1131
0		1520
0		3649
0		1004
0		966
0		742
0		1106
0		1832
0		1569
0		1242
0		1795
0		1744
0		4770
0		2879
0		1035
0		869
0		739
0		1052
0		1175
0		1551
0		1054
0		1237
0		951
0		1152
0		1217
0		1296
0		1674
0.0061012812690665	895	1639
0		1508
0		932
0		1764
0		2105
0		1070
0		1427
0		844
0		913
0		1450
0		1345
0		1321
0		895
0		974
0		1365
0		2853
0		1072
0		1077
0		1167
0		616
0		1066
0		930
0		675
0		2076
0		2090
0		1668
0		1425
0		1591
0		1146
0		1127
0		693
0		823
0		1620
0		1773
0		1246
0.00640204865556978	945	1562
0		924
0		1295
0.00464037122969838	570	2155
0		1549
0		1516
0		2347
0		2166
0		2935
0		1086
0		932
0		1613
0		1183
0.00784929356357928	1251	1274
0		1634
0		1068
0		1830
0		1985
0		540
0		796
0		1282
0		941
0		1219
0		1479
0		748
0		1573
0.00805152979066022	709	1242
0		1557
0		1245
0		699
0		1378
0		653
0		1016
0		943
0		1138
0		902
0		964
0		921
0		862
0		1275
0		1539
0		1132
0		1139
0		1006
0		1729
0		1072
0.00763358778625954	121	1310
0		1143
0		1374
0		929
0		559
0		924
0		1047
0.010351966873706	785	966
0		3209
0		1820
0		1225
0		1079
0		1146
0.00626959247648903	1075	1595
0		1337
0		1943
0		1810
0		1719
0		992
0		1481
0		1112
0		2597
0		1339
0		1428
0		1365
0		1470
0		4278
0		1070
0		902
0		1426
0		733
0		882
0		2419
0		1938
0		768
0		1484
0		1754
0		883
0		940
0		1239
0		1421
0.00966183574879227	444	1035
0.00788022064617809	853	1269
0		1538
0		795
0		789
0		672
0		3391
0		1801
0		1300
0		1655
0		1232
0		1128
0		1395
0		1010
0		825
0		984
0		1617
0		1995
0		714
0		1800
0		1443
0		2745
0		1445
0		2399
0		1636
0		1446
0		806
0		2126
0		2406
0		3151
0		1190
0		843
0		920
0		1558
0		1149
0		836
0		1003
0		1440
0		1297
0		1598
0		1616
0		952
0		867
0		1865
0.00367376928728876	1972	2722
0		945
0		1076
0		1691
0		1268
0		1082
0		1074
0		725
0		2366
0.00575373993095512	1191,1278	1738
0.01001001001001	987	999
0.0111111111111111	424	900
0		1301
0.00853242320819113	847	1172
0		1881
0		1271
0		1270
0		913
0		1091
0		821
0		2316
0		1037
0		1618
0		707
0		1496
0		1088
0		1203
0.00567536889897843	209,1250	1762
0		2397
0		1359
0		956
0		1143
0.00215238915195867	3994	4646
0		838
0		1439
0		1494
0.00417362270450751	631	2396
0		2301
0.00831946755407654	675	1202
0		1948
0		1070
0		1043
0		1257
0		550
0		1121
0		1196
0		910
0		1841
0		1672
0		1134
0		1440
0		959
0.0069589422407794	486	1437
0		798
0		1244
0		3259
0		983
0		1284
0		1760
0		1387
0		2342
0.00484730974309258	400	2063
0		1354
0		774
0		1428
0		1356
0.00218102508178844	3879	4585
0		1947
0		2678
0		975
0		945
0		822
0		1563
0		1376
0		1122
0		1018
0		770
0		1200
0		1222
0		1077
0		1508
0		866
0		1755
0		1996
0		1211
0		1088
0		1373
0		1074
0		970
0		1957
0		2037
0		882
0		1306
0		1569
0		1222
0		1894
0		922
0		878
0		887
0		1446
0		1339
0		1185
0		1009
0		1499
0		1614
0		2269
0		1463
0		1519
0		1497
0		788
0		2475
0		3662
0		1449
0		564
0		2898
0		779
0		800
0		1544
0		1268
0		1061
0		1151
0		3367
0		892
0		749
0		1342
0		947
0		1207
0		1981
0		1218
0		1779
0		1258
0		889
0		1186
0		2149
0		1176
0		1517
0		1011
0.00341997264021888	2016	2924
0		1565
0		1515
0		930
0		1711
0		2364
0.00423370025402202	809	2362
0		713
0		1057
0.0103092783505155	242	970
0		2316
0		589
0		710
0		891
0		855
0		1180
0		853
0		2182
0		2712
0		1412
0		1043
0		1596
0		1421
0		1412
0		932
0		1328
0		907
0		540
0		1528
0		1636
0		1777
0		1521
0		622
0		1456
0		1243
0		960
0		919
0		1361
0		1582
0		763
0		1038
0		1002
0		1039
0.00547045951859956	101	1828
0		1030
0		1509
0		2125
0.004149377593361	1183	2410
0		2980
0		1512
0		1251
0		1087
0		1258
0		1249
0		1052
0		1632
0		1838
0		987
0		2526
0		1217
0		1650
0		2456
0		918
0		718
0.00593824228028504	259	1684
0		854
0		957
0		1009
0		1558
0		1549
0		882
0		1403
0		2828
0		1080
0		2105
0		1526
0		1411
0		1469
0.00589275191514437	388	1697
0		1333
0		1407
0		1160
0.00928505106778087	505	1077
0		668
0		1966
0		2485
0		1163
0		2606
0		873
0		1132
0		1221
0		1059
0		731
0		1892
0		2390
0		1156
0		825
0		924
0		1418
0		784
0		1420
0		3227
0		1306
0		960
0.00848896434634975	604	1178
0		2496
0		2199
0		1970
0		1887
0		1927
0		1158
0		2481
0		1402
0		903
0		1546
0		977
0		3261
0		1759
0		1575
0		1933
0.00617665225447807	884	1619
0		3205
0		1649
0		930
0		1288
0		2232
0		2339
0		1313
0		1461
0		1214
0		974
0		1145
0		2491
0		953
0		696
0		1247
0		1795
0		3876
0		1774
0		1305
0		1090
0		689
0		990
0		939
0		1556
0		1417
0		1408
0		903
0		1364
0		955
0		1259
0		2184
0.00824402308326463	1055	1213
0		2386
0		2380
0		1719
0		1640
0		878
0		2954
0		843
0		1836
0		2111
0		1044
0		1183
0		1872
0		1064
0		731
0		1137
0		1212
0		1096
0		899
0		1237
0		934
0		661
0		1101
0		1404
0.00580720092915215	44	1722
0		3601
0		1020
0		1736
0.00549148819330038	1454,1507	1821
0		1904
0		802
0		1273
0		1116
0		994
0		1409
0		659
0.0103412616339193	246	967
0		1070
0		1814
0.00832639467110741	416	1201
0.00609384521633151	520	1641
0		894
0		631
0		783
0		1195
0.00380083618396047	103	2631
0		1007
0		2610
0		679
0		1219
0		1060
0		742
0		902
0		1431
0		1461
0		1106
0		3289
0		2798
0		5649
0		1073
0		1179
0.00800640512409928	677	1249
0		1858
0		1063
0		1641
0		760
0		766
0		1112
0		1648
0		1144
0.00527704485488127	106	1895
0		535
0		893
0		1499
0		1199
0		1896
0		1433
0		1187
0		1672
0		1606
0		1535
0		1126
0		1025
0		1155
0		911
0		778
0		2146
0		1394
0		1827
0		1958
0		1157
0		746
0		867
0		1296
0		2679
0		713
0		947
0		1470
0		881
0		1534
0		1517
0		1769
0		1848
0		1256
0.00919963201471941	493	1087
0.00696864111498258	1282	1435
0		3492
0		1061
0		1358
0		1228
0		1096
0		1591
0		868
0		1207
0.00386548125241593	961	2587
0.0132450331125828	165	755
0		951
0		987
0		1007
0		1196
0		823
0		1247
0		720
0		1431
0		1231
0		1094
0		3523
0		933
0		1360
0		1509
0		1106
0		1129
0		1518
0		1009
0.00908265213442325	911	1101
0		1304
0		1111
0		2160
0		2513
0		940
0		753
0		826
0		589
0		1460
0		635
0		956
0		1840
0		1727
0		889
0		1247
0.00370782350760104	973	2697
0		1284
0		763
0		986
0		1199
0.00779423226812159	697	1283
0		1546
0		1267
0		1908
0		715
0		1905
0		838
0.00630119722747322	1429	1587
0		1062
0		1644
0		653
0		1122
0		554
0		1592
0		2488
0		1555
0		1354
0		4573
0		1140
0		1476
0		1194
0		2711
0		2474
0		1152
0		1443
0		1148
0		939
0		1936
0		1203
0.00925925925925926	497	1080
0		1235
0		963
0		1244
0		833
0		2775
0		3379
0		1522
0		2100
0		1394
0		679
0		1994
0		997
0		1588
0		1036
0.00431406384814495	744	2318
0		891
0		1383
0		1802
0		841
0		1532
0		1119
0		952
0		1161
0		1002
0		694
0		1090
0		1450
0		851
0		894
0		1478
0		1449
0		2040
0		1441
0		1987
0		1868
0		1278
0		1691
0		1751
0		1420
0		1376
0		768
0		847
0		1107
0.0060459492140266	157	1654
0		3029
0		1386
0.00879507475813544	466	1137
0		875
0		1604
0		1047
0		720
0		1213
0		2249
0		1008
0		1405
0		1523
0		1098
0		2221
0		997
0		994
0		871
0		1082
0		640
0		925
0		775
0		1182
0		881
0		3234
0		966
0		1314
0		2318
0		1257
0		1884
0		1877
0		1054
0		700
0		755
0		1596
0		2278
0		1596
0		1102
0		1875
0		710
0		1351
0		2383
0		1810
0		875
0		1000
0		2437
0		1096
0		1053
0.00513347022587269	188	1948
0		1632
0		1281
0		917
0.0130208333333333	153	768
0.00315059861373661	1944	3174
0		1545
0		1561
0		1741
0		595
0		1135
0		1002
0		1876
0		1122
0		1619
0		1877
0		1403
0		1366
0		1005
0		743
0		1132
0.00346860908775581	1610	2883
0		1421
0		1678
0		2473
0		955
0		671
0		928
0		535
0		1080
0		613
0		2690
0		1112
0		603
0		922
0		989
0		2355
0		2050
0		3344
0		1974
0		941
0		1863
0		2074
0		1186
0		1405
0		2458
0		1515
0		1223
0		1006
0		1426
0.0103092783505155	763	970
0		1973
0		1351
0		1788
0		947
0		1414
0		1009
0		756
0		1219
0		1359
0		1302
0		849
0		1221
0		1110
0		1059
0		588
0		1218
0		1961
0		1910
0		1294
0		1021
0		880
0		1305
0		568
0		2246
0		1277
0.00619962802231866	813	1613
0		2240
0		1068
0		875
0		1564
0		2059
0		826
0		805
0		2843
0		1176
0		997
0		1943
0		735
0		1210
0		704
0		1970
0		1275
0		938
0		1915
0		884
0		1589
0		1684
0		1314
0		710
0		1535
0		3141
0		834
0		1145
0		3005
